comid,HUC_12,HUC_8,HUC_4,State,EcoRegion_Name
9251284,30401010105,3040101,304,NC,Blue Ridge
9251270,30401010105,3040101,304,NC,Blue Ridge
9251520,30401010103,3040101,304,NC,Blue Ridge
9251516,30401010103,3040101,304,NC,Blue Ridge
9251562,30401010103,3040101,304,NC,Blue Ridge
9251514,30401010103,3040101,304,NC,Blue Ridge
9251478,30401010201,3040101,304,NC,Blue Ridge
9251468,30401010201,3040101,304,NC,Piedmont
9250916,30401010202,3040101,304,NC,Blue Ridge
9250914,30401010202,3040101,304,NC,Blue Ridge
9250716,30401010204,3040101,304,NC,Blue Ridge
9250714,30401010204,3040101,304,NC,Blue Ridge
9250670,30401010205,3040101,304,NC,Blue Ridge
9250668,30401010205,3040101,304,NC,Blue Ridge
12037349,30501051201,3050105,305,NC,Piedmont
12037275,30501051201,3050105,305,NC,Piedmont
12037211,30501051201,3050105,305,NC,Piedmont
12037209,30501051201,3050105,305,NC,Piedmont
12035539,30501050506,3050105,305,NC,Piedmont
12035535,30501050506,3050105,305,NC,Piedmont
12035509,30501050506,3050105,305,NC,Piedmont
12034341,30501050504,3050105,305,NC,Piedmont
12034455,30501050504,3050105,305,NC,Piedmont
12034453,30501050504,3050105,305,NC,Piedmont
12034279,30501050606,3050105,305,NC,Piedmont
12034269,30501050606,3050105,305,NC,Piedmont
12034225,30501050605,3050105,305,NC,Piedmont
12034223,30501050605,3050105,305,NC,Piedmont
12034329,30501050801,3050105,305,NC,Piedmont
12034327,30501050801,3050105,305,NC,Piedmont
9251134,30401010104,3040101,304,NC,Blue Ridge
9251132,30401010104,3040101,304,NC,Blue Ridge
9251370,30401010105,3040101,304,NC,Piedmont
9251342,30401010105,3040101,304,NC,Piedmont
9251278,30401010105,3040101,304,NC,Blue Ridge
9251276,30401010105,3040101,304,NC,Blue Ridge
9251518,30401010103,3040101,304,NC,Blue Ridge
9251490,30401010103,3040101,304,NC,Blue Ridge
9251494,30401010103,3040101,304,NC,Blue Ridge
9251480,30401010103,3040101,304,NC,Blue Ridge
9251492,30401010201,3040101,304,NC,Blue Ridge
9251462,30401010201,3040101,304,NC,Piedmont
9250934,30401010202,3040101,304,NC,Blue Ridge
9250924,30401010202,3040101,304,NC,Blue Ridge
9250736,30401010204,3040101,304,NC,Blue Ridge
9250724,30401010204,3040101,304,NC,Blue Ridge
9250728,30401010205,3040101,304,NC,Blue Ridge
9250682,30401010205,3040101,304,NC,Blue Ridge
12037281,30501051201,3050105,305,NC,Piedmont
12037243,30501051201,3050105,305,NC,Piedmont
12034815,30501050506,3050105,305,NC,Piedmont
12035537,30501050506,3050105,305,NC,Piedmont
12035533,30501050506,3050105,305,NC,Piedmont
12034663,30501050506,3050105,305,NC,Piedmont
12035381,30501050504,3050105,305,NC,Piedmont
12034485,30501050504,3050105,305,NC,Piedmont
12035379,30501050504,3050105,305,NC,Piedmont
12034397,30501050504,3050105,305,NC,Piedmont
12034481,30501050504,3050105,305,NC,Piedmont
12034471,30501050504,3050105,305,NC,Piedmont
12034355,30501050701,3050105,305,NC,Piedmont
12034349,30501050701,3050105,305,NC,Piedmont
12034273,30501050702,3050105,305,NC,Piedmont
12034271,30501050702,3050105,305,NC,Piedmont
12034293,30501050606,3050105,305,NC,Piedmont
12034291,30501050605,3050105,305,NC,Piedmont
12035761,30501050702,3050105,305,NC,Piedmont
12035759,30501050702,3050105,305,NC,Piedmont
12034353,30501050802,3050105,305,NC,Piedmont
12034351,30501050801,3050105,305,NC,Piedmont
12034343,30501050802,3050105,305,NC,Piedmont
12034467,30501050802,3050105,305,NC,Piedmont
12035763,30501050802,3050105,305,NC,Piedmont
12035765,30501050803,3050105,305,NC,Piedmont
9251174,30401010104,3040101,304,NC,Blue Ridge
9251146,30401010104,3040101,304,NC,Blue Ridge
9251336,30401010105,3040101,304,NC,Piedmont
9251318,30401010105,3040101,304,NC,Piedmont
9251464,30401010103,3040101,304,NC,Piedmont
9251446,30401010103,3040101,304,NC,Piedmont
9251450,30401010201,3040101,304,NC,Piedmont
9251448,30401010201,3040101,304,NC,Blue Ridge
9251316,30401010201,3040101,304,NC,Blue Ridge
9251386,30401010201,3040101,304,NC,Blue Ridge
9251358,30401010201,3040101,304,NC,Blue Ridge
9250932,30401010202,3040101,304,NC,Blue Ridge
9250930,30401010202,3040101,304,NC,Blue Ridge
9250790,30401010204,3040101,304,NC,Blue Ridge
9250768,30401010204,3040101,304,NC,Blue Ridge
9250694,30401010205,3040101,304,NC,Piedmont
9250692,30401010205,3040101,304,NC,Piedmont
12037283,30501051202,3050105,305,NC,Piedmont
12037273,30501051202,3050105,305,NC,Piedmont
12035531,30501050506,3050105,305,NC,Piedmont
12035511,30501050506,3050105,305,NC,Piedmont
12034451,30501050504,3050105,305,NC,Piedmont
12034443,30501050504,3050105,305,NC,Piedmont
12034501,30501050504,3050105,305,NC,Piedmont
12034499,30501050504,3050105,305,NC,Piedmont
12034375,30501050701,3050105,305,NC,Piedmont
12034359,30501050701,3050105,305,NC,Piedmont
12034307,30501050702,3050105,305,NC,Piedmont
12034305,30501050702,3050105,305,NC,Piedmont
12034345,30501050702,3050105,305,NC,Piedmont
12034335,30501050702,3050105,305,NC,Piedmont
12034431,30501050802,3050105,305,NC,Piedmont
12034429,30501050802,3050105,305,NC,Piedmont
12035481,30501050802,3050105,305,NC,Piedmont
12034399,30501050802,3050105,305,NC,Piedmont
12034413,30501050803,3050105,305,NC,Piedmont
9251528,30401010203,3040101,304,NC,Blue Ridge
9251500,30401010203,3040101,304,NC,Blue Ridge
9251212,30401010104,3040101,304,NC,Piedmont
9251198,30401010104,3040101,304,NC,Piedmont
9251328,30401010105,3040101,304,NC,Piedmont
9251326,30401010105,3040101,304,NC,Piedmont
9251420,30401010103,3040101,304,NC,Piedmont
9251378,30401010103,3040101,304,NC,Piedmont
9251434,30401010201,3040101,304,NC,Piedmont
9251406,30401010201,3040101,304,NC,Blue Ridge
9251792,30401010201,3040101,304,NC,Blue Ridge
9251348,30401010201,3040101,304,NC,Blue Ridge
9251308,30401010201,3040101,304,NC,Piedmont
9250984,30401010202,3040101,304,NC,Blue Ridge
9250944,30401010202,3040101,304,NC,Blue Ridge
9250780,30401010204,3040101,304,NC,Blue Ridge
9250778,30401010204,3040101,304,NC,Blue Ridge
9250660,30401010204,3040101,304,NC,Blue Ridge
9250658,30401010204,3040101,304,NC,Blue Ridge
9250746,30401010205,3040101,304,NC,Piedmont
9250744,30401010205,3040101,304,NC,Piedmont
12037409,30501051202,3050105,305,NC,Piedmont
12037363,30501051202,3050105,305,NC,Piedmont
12037293,30501051202,3050105,305,NC,Piedmont
12037291,30501051202,3050105,305,NC,Piedmont
12034759,30501050506,3050105,305,NC,Piedmont
12035517,30501050506,3050105,305,NC,Piedmont
12035513,30501050506,3050105,305,NC,Piedmont
12034507,30501050504,3050105,305,NC,Piedmont
12034503,30501050504,3050105,305,NC,Piedmont
12034369,30501050701,3050105,305,NC,Piedmont
12034367,30501050701,3050105,305,NC,Piedmont
12034339,30501050702,3050105,305,NC,Piedmont
12034337,30501050702,3050105,305,NC,Piedmont
12035383,30501050802,3050105,305,NC,Piedmont
12034457,30501050802,3050105,305,NC,Piedmont
12034491,30501050802,3050105,305,NC,Piedmont
12034465,30501050802,3050105,305,NC,Piedmont
12035771,30501050803,3050105,305,NC,Piedmont
12034421,30501050803,3050105,305,NC,Piedmont
12034411,30501050803,3050105,305,NC,Piedmont
12034571,30501050803,3050105,305,NC,Piedmont
12034537,30501050803,3050105,305,NC,Piedmont
9251536,30401010203,3040101,304,NC,Piedmont
9251460,30401010203,3040101,304,NC,Piedmont
9251508,30401010203,3040101,304,NC,Piedmont
9251416,30401010203,3040101,304,NC,Piedmont
9251234,30401010104,3040101,304,NC,Piedmont
9251222,30401010104,3040101,304,NC,Piedmont
9251346,30401010105,3040101,304,NC,Piedmont
9251340,30401010103,3040101,304,NC,Piedmont
9251404,30401010201,3040101,304,NC,Piedmont
9251310,30401010201,3040101,304,NC,Blue Ridge
9251290,30401010201,3040101,304,NC,Piedmont
9251274,30401010201,3040101,304,NC,Piedmont
9251018,30401010202,3040101,304,NC,Blue Ridge
9250994,30401010202,3040101,304,NC,Blue Ridge
9250966,30401010202,3040101,304,NC,Blue Ridge
9250964,30401010202,3040101,304,NC,Blue Ridge
9250800,30401010204,3040101,304,NC,Blue Ridge
9250792,30401010204,3040101,304,NC,Blue Ridge
9250786,30401010205,3040101,304,NC,Piedmont
9250772,30401010205,3040101,304,NC,Piedmont
9250712,30401010205,3040101,304,NC,Piedmont
9250710,30401010205,3040101,304,NC,Piedmont
9250704,30401010205,3040101,304,NC,Piedmont
9250702,30401010205,3040101,304,NC,Piedmont
12037413,30501051202,3050105,305,NC,Piedmont
12037369,30501051202,3050105,305,NC,Piedmont
12037319,30501051202,3050105,305,NC,Piedmont
12037317,30501051202,3050105,305,NC,Piedmont
12034723,30501050506,3050105,305,NC,Piedmont
12035521,30501050506,3050105,305,NC,Piedmont
12035783,30501050505,3050105,305,NC,Piedmont
12034547,30501050505,3050105,305,NC,Piedmont
12034545,30501050505,3050105,305,NC,Piedmont
12034435,30501050701,3050105,305,NC,Piedmont
12034409,30501050701,3050105,305,NC,Piedmont
12034379,30501050702,3050105,305,NC,Piedmont
12034377,30501050702,3050105,305,NC,Piedmont
12034363,30501050702,3050105,305,NC,Piedmont
12034361,30501050702,3050105,305,NC,Piedmont
12035769,30501050702,3050105,305,NC,Piedmont
12035781,30501050703,3050105,305,NC,Piedmont
12035775,30501050704,3050105,305,NC,Piedmont
12034479,30501050802,3050105,305,NC,Piedmont
12035485,30501050802,3050105,305,NC,Piedmont
12035483,30501050802,3050105,305,NC,Piedmont
12035421,30501050803,3050105,305,NC,Piedmont
12034489,30501050803,3050105,305,NC,Piedmont
12034487,30501050803,3050105,305,NC,Piedmont
12034569,30501050803,3050105,305,NC,Piedmont
12034543,30501050803,3050105,305,NC,Piedmont
9251496,30401010203,3040101,304,NC,Piedmont
9251438,30401010203,3040101,304,NC,Piedmont
9251402,30401010203,3040101,304,NC,Piedmont
9251384,30401010203,3040101,304,NC,Piedmont
9251250,30401010104,3040101,304,NC,Piedmont
9251248,30401010104,3040101,304,NC,Piedmont
9251338,30401010105,3040101,304,NC,Piedmont
9251314,30401010105,3040101,304,NC,Piedmont
9251312,30401010201,3040101,304,NC,Piedmont
9251272,30401010201,3040101,304,NC,Piedmont
9251026,30401010202,3040101,304,NC,Blue Ridge
9251012,30401010202,3040101,304,NC,Blue Ridge
9250812,30401010204,3040101,304,NC,Blue Ridge
9250806,30401010204,3040101,304,NC,Blue Ridge
9250804,30401010205,3040101,304,NC,Piedmont
9250802,30401010205,3040101,304,NC,Piedmont
9250798,30401010205,3040101,304,NC,Piedmont
9250796,30401010205,3040101,304,NC,Piedmont
12037373,30501051202,3050105,305,NC,Piedmont
12037371,30501051202,3050105,305,NC,Piedmont
12037265,30501051202,3050105,305,NC,Piedmont
12037263,30501051202,3050105,305,NC,Piedmont
12035527,30501050506,3050105,305,NC,Piedmont
12034579,30501050505,3050105,305,NC,Piedmont
12034577,30501050505,3050105,305,NC,Piedmont
12035779,30501050505,3050105,305,NC,Piedmont
12034441,30501050701,3050105,305,NC,Piedmont
12034439,30501050701,3050105,305,NC,Piedmont
12034387,30501050702,3050105,305,NC,Piedmont
12034385,30501050702,3050105,305,NC,Piedmont
12034405,30501050702,3050105,305,NC,Piedmont
12034585,30501050703,3050105,305,NC,Piedmont
12034581,30501050703,3050105,305,NC,Piedmont
12035787,30501050703,3050105,305,NC,Piedmont
12034623,30501050703,3050105,305,NC,Piedmont
12034525,30501050704,3050105,305,NC,Piedmont
12034523,30501050704,3050105,305,NC,Piedmont
12035489,30501050802,3050105,305,NC,Piedmont
12035487,30501050802,3050105,305,NC,Piedmont
12035419,30501050803,3050105,305,NC,Piedmont
12034601,30501050803,3050105,305,NC,Piedmont
12034551,30501050803,3050105,305,NC,Piedmont
12034549,30501050803,3050105,305,NC,Piedmont
9251476,30401010203,3040101,304,NC,Piedmont
9251368,30401010203,3040101,304,NC,Piedmont
9251382,30401010203,3040101,304,NC,Piedmont
9251362,30401010203,3040101,304,NC,Piedmont
9251726,30401010104,3040101,304,NC,Piedmont
9251306,30401010105,3040101,304,NC,Piedmont
9251220,30401010206,3040101,304,NC,Piedmont
9251218,30401010206,3040101,304,NC,Piedmont
9251724,30401010201,3040101,304,NC,Piedmont
9251716,30401010201,3040101,304,NC,Piedmont
9251022,30401010202,3040101,304,NC,Blue Ridge
9251020,30401010202,3040101,304,NC,Piedmont
9250888,30401010204,3040101,304,NC,Piedmont
9250822,30401010204,3040101,304,NC,Piedmont
9250832,30401010205,3040101,304,NC,Piedmont
9250830,30401010205,3040101,304,NC,Piedmont
12037411,30501051202,3050105,305,NC,Piedmont
12037403,30501051202,3050105,305,NC,Piedmont
12037367,30501051202,3050105,305,NC,Piedmont
12035523,30501050506,3050105,305,NC,Piedmont
12035407,30501050505,3050105,305,NC,Piedmont
12035405,30501050505,3050105,305,NC,Piedmont
12034505,30501050701,3050105,305,NC,Piedmont
12034497,30501050701,3050105,305,NC,Piedmont
12034425,30501050702,3050105,305,NC,Piedmont
12034423,30501050702,3050105,305,NC,Piedmont
12034605,30501050703,3050105,305,NC,Piedmont
12034603,30501050703,3050105,305,NC,Piedmont
12034625,30501050703,3050105,305,NC,Piedmont
12034619,30501050703,3050105,305,NC,Piedmont
12035785,30501050704,3050105,305,NC,Piedmont
12034567,30501050704,3050105,305,NC,Piedmont
12034565,30501050704,3050105,305,NC,Piedmont
12035491,30501050802,3050105,305,NC,Piedmont
12034593,30501050803,3050105,305,NC,Piedmont
12034583,30501050803,3050105,305,NC,Piedmont
9251394,30401010203,3040101,304,NC,Piedmont
9251356,30401010203,3040101,304,NC,Piedmont
9251732,30401010203,3040101,304,NC,Piedmont
9251322,30401010203,3040101,304,NC,Piedmont
9251360,30401010203,3040101,304,NC,Piedmont
9251334,30401010203,3040101,304,NC,Piedmont
9251720,30401010203,3040101,304,NC,Piedmont
9251710,30401010203,3040101,304,NC,Piedmont
9251300,30401010206,3040101,304,NC,Piedmont
9251256,30401010206,3040101,304,NC,Piedmont
9251706,30401010201,3040101,304,NC,Piedmont
9251704,30401010201,3040101,304,NC,Piedmont
9251072,30401010202,3040101,304,NC,Piedmont
9251040,30401010202,3040101,304,NC,Piedmont
9251028,30401010202,3040101,304,NC,Piedmont
9251016,30401010202,3040101,304,NC,Piedmont
9250894,30401010204,3040101,304,NC,Piedmont
9250854,30401010204,3040101,304,NC,Piedmont
9250842,30401010205,3040101,304,NC,Piedmont
12037415,30501051202,3050105,305,NC,Piedmont
12037365,30501051202,3050105,305,NC,Piedmont
12037361,30501051202,3050105,305,NC,Piedmont
12035543,30501050506,3050105,305,NC,Piedmont
12034683,30501050505,3050105,305,NC,Piedmont
12034555,30501050701,3050105,305,NC,Piedmont
12034553,30501050702,3050105,305,NC,Piedmont
12035415,30501050703,3050105,305,NC,Piedmont
12034621,30501050703,3050105,305,NC,Piedmont
12034599,30501050704,3050105,305,NC,Piedmont
12034597,30501050704,3050105,305,NC,Piedmont
12034589,30501050804,3050105,305,NC,Piedmont
12034587,30501050803,3050105,305,NC,Piedmont
9251354,30401010203,3040101,304,NC,Piedmont
9251324,30401010203,3040101,304,NC,Piedmont
9251722,30401010203,3040101,304,NC,Piedmont
9251282,30401010203,3040101,304,NC,Piedmont
9251696,30401010203,3040101,304,NC,Piedmont
9251258,30401010203,3040101,304,NC,Piedmont
9251712,30401010206,3040101,304,NC,Piedmont
9251708,30401010206,3040101,304,NC,Piedmont
9251698,30401010201,3040101,304,NC,Piedmont
9251692,30401010201,3040101,304,NC,Piedmont
9251176,30401010202,3040101,304,NC,Piedmont
9251170,30401010202,3040101,304,NC,Piedmont
9251056,30401010202,3040101,304,NC,Piedmont
9251054,30401010202,3040101,304,NC,Piedmont
9250992,30401010206,3040101,304,NC,Piedmont
9250988,30401010206,3040101,304,NC,Piedmont
9250874,30401010204,3040101,304,NC,Piedmont
9250872,30401010204,3040101,304,NC,Piedmont
9250850,30401010205,3040101,304,NC,Piedmont
12037417,30501051202,3050105,305,NC,Piedmont
12037359,30501051202,3050105,305,NC,Piedmont
12037351,30501051202,3050105,305,NC,Piedmont
12035525,30501050506,3050105,305,NC,Piedmont
12034735,30501050506,3050105,305,NC,Piedmont
12034719,30501050506,3050105,305,NC,Piedmont
12035413,30501050703,3050105,305,NC,Piedmont
12034615,30501050703,3050105,305,NC,Piedmont
12034609,30501050704,3050105,305,NC,Piedmont
12034607,30501050704,3050105,305,NC,Piedmont
12035417,30501050804,3050105,305,NC,Piedmont
12034613,30501050804,3050105,305,NC,Piedmont
9251728,30401010203,3040101,304,NC,Piedmont
9251266,30401010203,3040101,304,NC,Piedmont
9251700,30401010203,3040101,304,NC,Piedmont
9251702,30401010206,3040101,304,NC,Piedmont
9251694,30401010201,3040101,304,NC,Piedmont
9251168,30401010202,3040101,304,NC,Piedmont
9251142,30401010202,3040101,304,NC,Piedmont
9251034,30401010206,3040101,304,NC,Piedmont
9251010,30401010206,3040101,304,NC,Piedmont
9250976,30401010206,3040101,304,NC,Piedmont
9250974,30401010206,3040101,304,NC,Piedmont
9250900,30401010204,3040101,304,NC,Piedmont
9250898,30401010204,3040101,304,NC,Piedmont
9250880,30401010205,3040101,304,NC,Piedmont
9250878,30401010205,3040101,304,NC,Piedmont
12037463,30501051202,3050105,305,NC,Piedmont
12037355,30501051202,3050105,305,NC,Piedmont
12037353,30501051202,3050105,305,NC,Piedmont
12037227,30501051203,3050105,305,NC,Piedmont
12037225,30501051203,3050105,305,NC,Piedmont
166756450,30501050506,3050105,305,NC,Piedmont
25776238,30501050506,3050105,305,NC,Piedmont
12035545,30501050506,3050105,305,NC,Piedmont
12034645,30501050705,3050105,305,NC,Piedmont
12035411,30501050704,3050105,305,NC,Piedmont
12035409,30501050704,3050105,305,NC,Piedmont
12034695,30501050804,3050105,305,NC,Piedmont
12035793,30501050804,3050105,305,NC,Piedmont
12034633,30501050804,3050105,305,NC,Piedmont
9251714,30401010203,3040101,304,NC,Piedmont
9251688,30401010203,3040101,304,NC,Piedmont
9251784,30401010203,3040101,304,NC,Piedmont
9251684,30401010206,3040101,304,NC,Piedmont
9251152,30401010202,3040101,304,NC,Piedmont
9251008,30401010206,3040101,304,NC,Piedmont
9250982,30401010206,3040101,304,NC,Piedmont
9250936,30401010204,3040101,304,NC,Piedmont
9250926,30401010205,3040101,304,NC,Piedmont
9250458,30401010303,3040101,304,NC,Blue Ridge
12037421,30501051202,3050105,305,NC,Piedmont
12037287,30501051203,3050105,305,NC,Piedmont
12037285,30501051203,3050105,305,NC,Piedmont
166756451,30501050506,3050105,305,NC,Piedmont
12034775,30501050506,3050105,305,NC,Piedmont
12034655,30501050705,3050105,305,NC,Piedmont
12034653,30501050705,3050105,305,NC,Piedmont
12034631,30501050704,3050105,305,NC,Piedmont
12034629,30501050704,3050105,305,NC,Piedmont
12034733,30501050804,3050105,305,NC,Piedmont
12034685,30501050804,3050105,305,NC,Piedmont
12034649,30501050804,3050105,305,NC,Piedmont
12034639,30501050804,3050105,305,NC,Piedmont
12034637,30501050804,3050105,305,NC,Piedmont
12034643,30501050804,3050105,305,NC,Piedmont
12034641,30501050804,3050105,305,NC,Piedmont
9251188,30401010206,3040101,304,NC,Piedmont
9251184,30401010206,3040101,304,NC,Piedmont
9251790,30401010203,3040101,304,NC,Piedmont
9251788,30401010203,3040101,304,NC,Piedmont
9251808,30401010203,3040101,304,NC,Piedmont
9251686,30401010206,3040101,304,NC,Piedmont
9251110,30401010206,3040101,304,NC,Piedmont
9250986,30401010206,3040101,304,NC,Piedmont
9250962,30401010206,3040101,304,NC,Piedmont
9250342,30401010304,3040101,304,NC,Blue Ridge
9250340,30401010304,3040101,304,NC,Blue Ridge
9251794,30401010303,3040101,304,NC,Blue Ridge
9250478,30401010303,3040101,304,NC,Blue Ridge
9250476,30401010303,3040101,304,NC,Blue Ridge
12037335,30501051203,3050105,305,NC,Piedmont
12037333,30501051203,3050105,305,NC,Piedmont
12035553,30501050506,3050105,305,NC,Piedmont
12034751,30501050506,3050105,305,NC,Piedmont
12034693,30501050705,3050105,305,NC,Piedmont
12034675,30501050705,3050105,305,NC,Piedmont
12034671,30501050704,3050105,305,NC,Piedmont
12034659,30501050704,3050105,305,NC,Piedmont
12034687,30501050804,3050105,305,NC,Piedmont
12034657,30501050804,3050105,305,NC,Piedmont
12035425,30501050804,3050105,305,NC,Piedmont
12034681,30501050804,3050105,305,NC,Piedmont
9251682,30401010206,3040101,304,NC,Piedmont
9251786,30401010203,3040101,304,NC,Piedmont
9251782,30401010203,3040101,304,NC,Piedmont
9251776,30401010206,3040101,304,NC,Piedmont
9251772,30401010206,3040101,304,NC,Piedmont
9251050,30401010206,3040101,304,NC,Piedmont
9251006,30401010206,3040101,304,NC,Piedmont
9250252,30401010304,3040101,304,NC,Blue Ridge
9251614,30401010304,3040101,304,NC,Blue Ridge
9250344,30401010304,3040101,304,NC,Blue Ridge
9250270,30401010303,3040101,304,NC,Blue Ridge
9251624,30401010303,3040101,304,NC,Blue Ridge
9250556,30401010303,3040101,304,NC,Blue Ridge
9250502,30401010303,3040101,304,NC,Blue Ridge
9250500,30401010303,3040101,304,NC,Blue Ridge
12037379,30501051203,3050105,305,NC,Piedmont
12037377,30501051203,3050105,305,NC,Piedmont
12035561,30501050506,3050105,305,NC,Piedmont
12035559,30501050506,3050105,305,NC,Piedmont
12034651,30501050705,3050105,305,NC,Piedmont
12034677,30501050705,3050105,305,NC,Piedmont
12034669,30501050704,3050105,305,NC,Piedmont
12034781,30501050804,3050105,305,NC,Piedmont
12034705,30501050804,3050105,305,NC,Piedmont
12034703,30501050804,3050105,305,NC,Piedmont
9251774,30401010206,3040101,304,NC,Piedmont
9251780,30401010203,3040101,304,NC,Piedmont
9251778,30401010206,3040101,304,NC,Piedmont
9251760,30401010206,3040101,304,NC,Piedmont
9251758,30401010206,3040101,304,NC,Piedmont
9250960,30401010206,3040101,304,NC,Piedmont
9250958,30401010206,3040101,304,NC,Piedmont
9250274,30401010304,3040101,304,NC,Blue Ridge
9250392,30401010304,3040101,304,NC,Blue Ridge
9250390,30401010304,3040101,304,NC,Blue Ridge
9250330,30401010303,3040101,304,NC,Blue Ridge
9250328,30401010303,3040101,304,NC,Blue Ridge
9250552,30401010303,3040101,304,NC,Blue Ridge
9250548,30401010303,3040101,304,NC,Blue Ridge
12037401,30501051203,3050105,305,NC,Piedmont
12035557,30501050506,3050105,305,NC,Piedmont
12034755,30501050705,3050105,305,NC,Piedmont
12034753,30501050705,3050105,305,NC,Piedmont
12034777,30501050804,3050105,305,NC,Piedmont
12034729,30501050804,3050105,305,NC,Piedmont
9251806,30401010206,3040101,304,NC,Piedmont
9251768,30401010206,3040101,304,NC,Piedmont
9251766,30401010206,3040101,304,NC,Piedmont
9251004,30401010206,3040101,304,NC,Piedmont
9250996,30401010206,3040101,304,NC,Piedmont
9250990,30401010206,3040101,304,NC,Piedmont
9250412,30401010304,3040101,304,NC,Blue Ridge
9250410,30401010304,3040101,304,NC,Blue Ridge
9250396,30401010304,3040101,304,NC,Blue Ridge
9250394,30401010304,3040101,304,NC,Blue Ridge
9250418,30401010303,3040101,304,NC,Blue Ridge
9250374,30401010303,3040101,304,NC,Blue Ridge
9250372,30401010303,3040101,304,NC,Blue Ridge
9250550,30401010303,3040101,304,NC,Blue Ridge
9250544,30401010303,3040101,304,NC,Blue Ridge
9250514,30401010303,3040101,304,NC,Blue Ridge
9250308,30401010306,3040101,304,NC,Blue Ridge
9250306,30401010306,3040101,304,NC,Blue Ridge
12037453,30501051203,3050105,305,NC,Piedmont
12037393,30501051203,3050105,305,NC,Piedmont
12037391,30501051203,3050105,305,NC,Piedmont
12034823,30501051601,3050105,305,NC,Piedmont
12035555,30501050506,3050105,305,NC,Piedmont
12034757,30501050705,3050105,305,NC,Piedmont
12034817,30501050805,3050105,305,NC,Piedmont
12035811,30501050805,3050105,305,NC,Piedmont
12035427,30501050805,3050105,305,NC,Piedmont
12034765,30501050805,3050105,305,NC,Piedmont
9251770,30401010206,3040101,304,NC,Piedmont
9251764,30401010206,3040101,304,NC,Piedmont
9251002,30401010206,3040101,304,NC,Piedmont
9251742,30401010206,3040101,304,NC,Piedmont
9250466,30401010304,3040101,304,NC,Blue Ridge
9250464,30401010304,3040101,304,NC,Blue Ridge
9250436,30401010303,3040101,304,NC,Blue Ridge
9250434,30401010303,3040101,304,NC,Blue Ridge
9250546,30401010303,3040101,304,NC,Blue Ridge
9250542,30401010303,3040101,304,NC,Blue Ridge
9250326,30401010306,3040101,304,NC,Blue Ridge
9250324,30401010306,3040101,304,NC,Blue Ridge
12037481,30501051203,3050105,305,NC,Piedmont
12037405,30501051203,3050105,305,NC,Piedmont
12034843,30501051601,3050105,305,NC,Piedmont
12035565,30501050506,3050105,305,NC,Piedmont
12035563,30501051601,3050105,305,NC,Piedmont
12035431,30501050805,3050105,305,NC,Piedmont
12035429,30501050805,3050105,305,NC,Piedmont
12034791,30501050805,3050105,305,NC,Piedmont
9251762,30401010206,3040101,304,NC,Piedmont
9251754,30401010206,3040101,304,NC,Piedmont
9251744,30401010206,3040101,304,NC,Piedmont
9250498,30401010304,3040101,304,NC,Blue Ridge
9250494,30401010304,3040101,304,NC,Blue Ridge
9250484,30401010303,3040101,304,NC,Blue Ridge
9250482,30401010303,3040101,304,NC,Blue Ridge
9251626,30401010303,3040101,304,NC,Blue Ridge
9250588,30401010303,3040101,304,NC,Blue Ridge
9250356,30401010306,3040101,304,NC,Blue Ridge
9250354,30401010306,3040101,304,NC,Blue Ridge
12037439,30501051203,3050105,305,NC,Piedmont
12037437,30501051203,3050105,305,NC,Piedmont
12035577,30501051601,3050105,305,NC,Piedmont
12034825,30501050805,3050105,305,NC,Piedmont
12035807,30501050901,3050105,305,NC,Piedmont
9251472,30401010301,3040101,304,NC,Blue Ridge
9251428,30401010301,3040101,304,NC,Blue Ridge
9251678,30401010206,3040101,304,NC,Piedmont
9251752,30401010206,3040101,304,NC,Piedmont
9251748,30401010206,3040101,304,NC,Piedmont
9250540,30401010304,3040101,304,NC,Blue Ridge
9250538,30401010304,3040101,304,NC,Blue Ridge
9251628,30401010303,3040101,304,NC,Blue Ridge
9250574,30401010303,3040101,304,NC,Blue Ridge
9251616,30401010306,3040101,304,NC,Blue Ridge
9250366,30401010306,3040101,304,NC,Blue Ridge
12037483,30501051203,3050105,305,NC,Piedmont
12034827,30501051601,3050105,305,NC,Piedmont
12034821,30501051601,3050105,305,NC,Piedmont
12034841,30501050805,3050105,305,NC,Piedmont
12034787,30501050901,3050105,305,NC,Piedmont
12035791,30501050901,3050105,305,NC,Piedmont
9251422,30401010301,3040101,304,NC,Blue Ridge
9251400,30401010301,3040101,304,NC,Blue Ridge
9251756,30401010206,3040101,304,NC,Piedmont
9251750,30401010206,3040101,304,NC,Piedmont
9251630,30401010304,3040101,304,NC,Blue Ridge
9250580,30401010305,3040101,304,NC,Blue Ridge
9250380,30401010306,3040101,304,NC,Blue Ridge
9250378,30401010306,3040101,304,NC,Blue Ridge
9250362,30401010306,3040101,304,NC,Blue Ridge
9250360,30401010306,3040101,304,NC,Blue Ridge
12035501,30501050901,3050105,305,NC,Piedmont
12035797,30501050901,3050105,305,NC,Piedmont
12034661,30501050901,3050105,305,NC,Piedmont
9251458,30401010301,3040101,304,NC,Blue Ridge
9251436,30401010301,3040101,304,NC,Blue Ridge
9251380,30401010301,3040101,304,NC,Blue Ridge
9251344,30401010301,3040101,304,NC,Blue Ridge
9251746,30401010206,3040101,304,NC,Piedmont
9251656,30401010305,3040101,304,NC,Piedmont
